year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches,lat,lon,state,county
2018,10,Irvine,6.6,13.0,26.0,20.0,75.0,27.0,255.0,40.0,2.8,17.0,0.4,3.0,2.7,20.0,1.5,38.0,2.9,22.0,0.4,5.0,18.0,118.0,73.4,Irvine,,33.6856969,-117.825981,California,Orange County
2018,11,Seattle,2.4,4.0,12.0,13.0,94.0,37.0,276.0,40.0,3.3,21.0,2.0,40.0,2.2,15.0,0.8,19.0,2.8,21.0,1.3,21.0,23.0,117.0,73.0,Seattle,,47.6038321,-122.330062,Washington,King County
2018,12,Madison,4.7,9.0,14.0,14.0,90.0,35.0,126.0,27.0,10.6,40.0,4.0,40.0,7.0,40.0,0.1,1.0,3.2,25.0,1.2,19.0,28.0,113.0,70.3,Madison,,43.074761,-89.3837613,Wisconsin,Dane County
2018,13,Boston,1.4,2.0,17.0,19.0,99.0,40.0,118.0,25.0,3.3,21.0,1.2,23.0,4.0,33.0,0.9,24.0,1.3,8.0,9.2,40.0,25.0,111.0,69.3,Boston,,42.3554334,-71.060511,Massachusetts,Suffolk County
2018,14,St. Louis,2.3,4.0,10.0,10.0,88.0,34.0,265.0,40.0,2.7,16.0,1.6,33.0,2.6,19.0,0.6,15.0,2.8,22.0,1.9,31.0,23.0,111.0,69.2,St. Louis,,38.6280278,-90.1910154,Missouri,Saint Louis
2018,15,St. Petersburg,3.5,6.0,16.0,17.0,74.0,26.0,137.0,30.0,4.1,28.0,2.3,40.0,3.3,26.0,1.2,31.0,4.8,40.0,0.4,5.0,28.0,107.0,67.1,St. Petersburg,,27.7700475,-82.6359078,Florida,Pinellas County
2018,16,San Diego,6.8,13.0,23.0,20.0,77.0,28.0,141.0,31.0,2.8,16.0,1.1,22.0,2.1,15.0,1.0,24.0,1.9,13.0,0.1,1.0,15.0,107.0,67.0,San Diego,,32.7174202,-117.162772,California,San Diego County
2018,17,Milwaukee,4.6,9.0,10.0,11.0,89.0,34.0,131.0,28.0,5.7,40.0,0.5,6.0,2.7,20.0,0.9,23.0,5.6,40.0,1.2,19.0,25.0,107.0,66.7,Milwaukee,,43.0349931,-87.922497,Wisconsin,Milwaukee County
2018,18,Plano,13.5,20.0,9.0,10.0,75.0,26.0,197.0,40.0,3.0,18.0,0.3,2.0,2.4,18.0,0.3,8.0,1.4,8.0,0.3,4.0,10.0,106.0,66.0,Plano,,33.0136764,-96.6925096,Texas,Collin County
2018,19,Henderson,8.0,16.0,13.0,14.0,49.0,12.0,144.0,32.0,3.9,25.0,5.2,40.0,3.0,23.0,0.6,13.0,5.1,40.0,5.9,40.0,30.0,104.0,65.1,Henderson,,32.182598,-95.7893178,Texas,Henderson County
2018,20,Aurora,8.0,16.0,11.0,11.0,86.0,33.0,143.0,31.0,1.4,5.0,0.8,14.0,2.2,15.0,0.2,5.0,2.3,17.0,1.1,17.0,12.0,103.0,64.5,Aurora,,41.7571701,-88.3147539,Illinois,Kane County
2018,21,Long Beach,3.2,6.0,10.0,10.0,81.0,30.0,208.0,40.0,1.6,6.0,2.1,40.0,1.4,7.0,1.1,28.0,2.5,18.0,0.0,0.0,17.0,103.0,64.1,Long Beach,,33.7690164,-118.191604,California,Long Beach
2018,22,Sacramento,5.4,10.0,8.0,8.0,78.0,29.0,130.0,28.0,2.6,15.0,2.2,40.0,4.1,34.0,1.0,24.0,1.7,11.0,4.0,40.0,27.0,102.0,64.0,Sacramento,,38.5810606,-121.493895,California,Sacramento County
2018,23,Pittsburgh,2.2,4.0,10.0,11.0,84.0,32.0,100.0,20.0,3.6,24.0,2.3,40.0,3.8,31.0,1.7,40.0,4.3,35.0,8.4,40.0,35.0,102.0,63.8,Pittsburgh,,40.4416941,-79.9900861,Pennsylvania,Allegheny County
2018,24,Lincoln,7.0,14.0,7.0,7.0,85.0,33.0,96.0,19.0,8.7,40.0,1.4,28.0,4.6,39.0,0.6,15.0,4.6,38.0,0.7,10.0,28.0,101.0,63.3,Lincoln,,40.8088861,-96.7077751,Nebraska,Lancaster County
2018,24,New Orleans,2.0,3.0,26.0,20.0,77.0,28.0,162.0,36.0,1.7,7.0,0.8,13.0,2.6,19.0,0.7,18.0,3.2,26.0,0.3,3.0,14.0,101.0,63.3,New Orleans,,29.9759983,-90.0782127,Louisiana,Orleans Parish
2018,26,Denver,6.7,13.0,8.0,8.0,86.0,33.0,121.0,26.0,1.5,6.0,1.4,29.0,3.6,29.0,0.8,19.0,2.4,18.0,0.9,13.0,19.0,99.0,61.9,Denver,,39.7392364,-104.984862,Colorado,Denver
2018,27,San Jose,4.0,7.0,14.0,15.0,77.0,28.0,142.0,31.0,2.0,10.0,1.0,17.0,2.7,21.0,1.0,24.0,0.7,3.0,1.8,30.0,18.0,99.0,61.6,San Jose,,37.3361663,-121.890591,California,Santa Clara County
2018,28,Virginia Beach,3.9,7.0,16.0,17.0,61.0,19.0,188.0,40.0,3.3,21.0,0.6,10.0,4.1,34.0,0.3,7.0,2.4,18.0,0.2,2.0,15.0,98.0,61.5,Virginia Beach,,36.8529841,-75.9774183,Virginia,Virginia Beach
2018,29,Boise,7.3,14.0,9.0,9.0,60.0,18.0,144.0,32.0,2.0,10.0,6.7,40.0,3.4,27.0,1.0,25.0,3.5,28.0,0.9,14.0,24.0,97.0,60.6,Boise,,43.6166163,-116.200886,Idaho,Ada County
2018,30,Philadelphia,3.3,6.0,13.0,14.0,93.0,37.0,84.0,16.0,4.8,33.0,0.4,5.0,1.6,9.0,2.1,40.0,1.7,11.0,5.0,40.0,23.0,96.0,60.0,Philadelphia,,39.9527237,-75.1635262,Pennsylvania,Philadelphia County
2018,31,Kansas City,11.7,20.0,9.0,9.0,65.0,21.0,126.0,27.0,2.7,16.0,0.8,14.0,2.4,17.0,0.4,10.0,1.5,10.0,3.1,40.0,18.0,95.0,59.3,Kansas City,,39.100105,-94.5781416,Missouri,Jackson County
2018,32,Fremont,6.4,12.0,37.0,20.0,61.0,19.0,123.0,26.0,2.1,10.0,2.6,40.0,1.9,13.0,0.5,13.0,3.8,30.0,0.0,0.0,18.0,95.0,59.2,Fremont,,37.5482697,-121.988571,California,Alameda County
2018,33,Omaha,7.4,14.0,12.0,12.0,78.0,28.0,79.0,15.0,5.2,37.0,0.4,5.0,4.3,36.0,0.7,16.0,3.8,31.0,1.6,25.0,25.0,94.0,58.8,Omaha,,41.2587459,-95.9383758,Nebraska,Douglas County
2018,34,Raleigh,4.4,8.0,11.0,11.0,54.0,15.0,202.0,40.0,5.3,38.0,0.7,10.0,2.1,14.0,1.6,40.0,2.3,17.0,0.0,0.0,20.0,94.0,58.6,Raleigh,,35.7803977,-78.6390989,North Carolina,Wake County
2018,34,Las Vegas,2.5,4.0,19.0,20.0,64.0,21.0,118.0,25.0,1.3,4.0,4.0,40.0,3.9,32.0,0.8,19.0,1.3,8.0,3.7,40.0,24.0,94.0,58.6,Las Vegas,,36.1672559,-115.148516,Nevada,Clark County
2018,36,Anchorage,4.7,9.0,84.0,20.0,71.0,24.0,98.0,20.0,2.6,15.0,2.3,40.0,2.8,21.0,0.3,6.0,5.6,40.0,0.0,0.0,20.0,93.0,58.3,Anchorage,,61.1758781,-149.1107333,Alaska,Anchorage
2018,37,Cleveland,3.1,6.0,6.0,6.0,80.0,30.0,105.0,22.0,6.0,40.0,0.5,7.0,3.7,30.0,1.1,29.0,2.9,23.0,10.4,40.0,28.0,92.0,57.6,Cleveland,,41.4996574,-81.6936772,Ohio,Cuyahoga County
2018,38,Oakland,2.1,4.0,12.0,12.0,85.0,32.0,108.0,22.0,2.6,15.0,3.8,40.0,1.8,11.0,1.2,31.0,3.5,28.0,0.5,6.0,22.0,92.0,57.4,Oakland,,37.8044557,-122.271356,California,Alameda County
2018,39,Tampa,4.5,9.0,8.0,7.0,60.0,18.0,114.0,24.0,6.1,40.0,3.5,40.0,2.2,15.0,1.8,40.0,2.8,21.0,2.4,40.0,33.0,91.0,56.7,Tampa,,27.9477595,-82.458444,Florida,Hillsborough County
2018,40,Albuquerque,4.3,8.0,23.0,20.0,82.0,30.0,62.0,10.0,2.2,11.0,2.3,40.0,3.1,24.0,1.1,27.0,1.6,11.0,0.7,10.0,21.0,89.0,55.3,Albuquerque,,35.0841034,-106.650985,New Mexico,Bernalillo County
2018,41,Chesapeake,7.2,14.0,26.0,20.0,37.0,5.0,94.0,19.0,3.8,25.0,2.1,40.0,5.0,40.0,1.0,25.0,6.3,40.0,0.0,0.0,28.0,86.0,54.0,Chesapeake,,36.7183708,-76.2466798,Virginia,Chesapeake
2018,42,Austin,8.7,17.0,10.0,11.0,60.0,18.0,108.0,22.0,2.8,16.0,1.3,25.0,1.7,11.0,0.6,14.0,2.6,20.0,1.2,19.0,18.0,86.0,53.4,Austin,,30.2711286,-97.7436995,Texas,Travis County
2018,43,Atlanta,2.9,5.0,6.0,6.0,66.0,22.0,139.0,30.0,2.8,16.0,0.9,15.0,3.0,23.0,1.5,38.0,0.6,2.0,2.4,39.0,22.0,85.0,53.2,Atlanta,,33.7489924,-84.3902644,Georgia,Fulton County
2018,44,Scottsdale,13.5,20.0,25.0,20.0,38.0,6.0,109.0,22.0,1.5,5.0,1.3,24.0,1.5,9.0,0.8,19.0,3.1,25.0,1.3,20.0,17.0,85.0,53.1,Scottsdale,,33.4942189,-111.926018,Arizona,Maricopa County
2018,45,Norfolk,1.6,3.0,5.0,5.0,72.0,25.0,80.0,15.0,28.3,40.0,4.8,40.0,6.6,40.0,2.0,40.0,0.6,2.0,2.0,33.0,33.0,81.0,50.3,Norfolk,,36.8448348,-76.2863999,Virginia,Norfolk
2018,46,Colorado Springs,6.6,13.0,9.0,9.0,69.0,23.0,81.0,15.0,2.9,18.0,1.7,36.0,3.0,23.0,0.3,7.0,2.9,22.0,0.9,13.0,20.0,80.0,49.9,Colorado Springs,,38.8339578,-104.825348,Colorado,El Paso County
2018,46,Orlando,3.4,6.0,5.0,5.0,60.0,18.0,125.0,27.0,4.7,33.0,1.1,20.0,2.4,17.0,1.5,38.0,4.2,35.0,0.0,0.0,24.0,80.0,49.9,Orlando,,28.5421109,-81.3790304,Florida,Orange County
2018,48,Honolulu,6.8,13.0,19.0,20.0,65.0,21.0,57.0,9.0,3.6,24.0,0.4,3.0,1.5,8.0,1.6,40.0,2.6,20.0,0.0,0.0,16.0,79.0,49.3,Honolulu,,21.304547,-157.855676,Hawaii,Honolulu County
2018,49,Dallas,7.8,15.0,13.0,13.0,60.0,18.0,108.0,22.0,2.5,14.0,0.3,1.0,1.5,9.0,0.6,16.0,1.3,8.0,0.8,13.0,10.0,78.0,48.9,Dallas,,32.7762719,-96.7968559,Texas,Dallas County
2018,50,Miami,2.6,5.0,7.0,6.0,80.0,30.0,87.0,17.0,3.2,20.0,0.9,16.0,1.3,7.0,1.6,40.0,3.8,31.0,0.0,0.0,19.0,77.0,48.1,Miami,,25.7741728,-80.19362,Florida,Miami-Dade County
2018,51,Buffalo,1.1,2.0,8.0,7.0,85.0,33.0,54.0,8.0,6.3,40.0,0.8,13.0,2.3,17.0,0.7,17.0,4.2,34.0,4.2,40.0,27.0,77.0,48.0,Buffalo,,37.7097669,-95.6974822,Kansas,Wilson County
2018,52,North Las Vegas,7.1,14.0,26.0,20.0,58.0,17.0,67.0,12.0,2.1,11.0,0.8,14.0,2.3,16.0,0.2,3.0,1.0,5.0,1.6,27.0,13.0,76.0,47.3,North Las Vegas,,36.2005843,-115.121584,Nevada,Clark County
2018,53,Jersey City,0.6,1.0,18.0,19.0,91.0,36.0,29.0,2.0,2.6,15.0,2.2,40.0,1.3,7.0,1.0,24.0,1.8,13.0,0.0,0.0,17.0,75.0,46.6,Jersey City,,40.7215682,-74.047455,New Jersey,Hudson County
2018,54,Nashville,16.7,20.0,11.0,11.0,37.0,6.0,100.0,20.0,3.0,18.0,1.2,23.0,3.1,24.0,0.8,19.0,1.7,12.0,0.4,6.0,17.0,74.0,46.3,Nashville,,36.1622767,-86.7742984,Tennessee,Middle Tennessee
2018,55,Lexington,11.3,20.0,2.0,2.0,52.0,14.0,83.0,16.0,3.7,24.0,1.9,40.0,2.0,13.0,0.5,12.0,4.0,32.0,0.6,9.0,22.0,74.0,46.0,Lexington,,38.0464066,-84.4970393,Kentucky,Fayette County
2018,56,Phoenix,14.6,20.0,15.0,16.0,45.0,10.0,87.0,17.0,0.9,1.0,0.7,11.0,1.6,9.0,0.4,9.0,2.5,19.0,0.6,9.0,10.0,73.0,45.4,Phoenix,,33.4484367,-112.074141,Arizona,Maricopa County
2018,57,Riverside,10.5,20.0,7.0,7.0,48.0,12.0,73.0,13.0,3.0,18.0,0.6,9.0,2.4,18.0,1.1,29.0,2.4,18.0,1.9,31.0,21.0,73.0,45.3,Riverside,,33.7219991,-116.0372472,California,Riverside County
2018,58,Richmond,2.5,4.0,7.0,7.0,73.0,26.0,75.0,14.0,3.4,22.0,1.3,27.0,2.2,15.0,2.0,40.0,2.7,21.0,0.0,0.0,21.0,72.0,44.9,Richmond,,37.5385087,-77.43428,Virginia,Richmond
2018,58,Baltimore,0.8,1.0,10.0,10.0,85.0,32.0,78.0,14.0,1.6,7.0,0.5,6.0,3.2,25.0,1.3,34.0,0.6,2.0,1.0,15.0,15.0,72.0,44.9,Baltimore,,39.2908816,-76.610759,Maryland,Baltimore
2018,60,Tulsa,9.6,19.0,8.0,7.0,55.0,15.0,67.0,12.0,2.1,11.0,0.5,5.0,2.3,17.0,0.6,15.0,2.6,20.0,7.4,40.0,18.0,71.0,44.4,Tulsa,,36.1563122,-95.9927516,Oklahoma,Tulsa County
2018,61,Corpus Christi,3.3,6.0,9.0,9.0,74.0,26.0,71.0,13.0,2.7,16.0,0.3,1.0,4.4,37.0,0.8,19.0,2.5,19.0,0.6,9.0,17.0,71.0,44.3,Corpus Christi,,27.7635302,-97.4033191,Texas,Nueces County
2018,62,Columbus,7.8,15.0,9.0,9.0,52.0,14.0,104.0,21.0,2.1,11.0,0.6,8.0,1.7,11.0,0.7,16.0,1.9,13.0,0.5,6.0,11.0,70.0,43.6,Columbus,,39.9622601,-83.0007065,Ohio,Franklin County
2018,63,"Arlington, Texas",12.6,20.0,8.0,8.0,53.0,14.0,89.0,17.0,1.7,8.0,0.5,7.0,1.7,10.0,0.3,7.0,2.1,16.0,0.8,12.0,10.0,69.0,43.1,"Arlington, Texas",,32.7355816,-97.1071186,Texas,Tarrant County
2018,63,Chandler,8.3,16.0,4.0,3.0,59.0,18.0,78.0,15.0,3.1,20.0,1.5,30.0,2.2,15.0,0.5,13.0,1.8,13.0,0.7,11.0,17.0,69.0,43.1,Chandler,,33.3062031,-111.841185,Arizona,Maricopa County
2018,65,Bakersfield,9.1,18.0,6.0,6.0,43.0,9.0,74.0,13.0,1.9,9.0,2.1,40.0,2.9,22.0,0.4,10.0,2.2,16.0,2.4,39.0,23.0,69.0,42.9,Bakersfield,,35.3738712,-119.019463,California,Kern County
2018,66,Los Angeles,4.8,9.0,13.0,13.0,56.0,16.0,103.0,21.0,2.0,10.0,0.3,1.0,1.1,5.0,1.1,28.0,1.3,8.0,0.4,5.0,10.0,69.0,42.8,Los Angeles,,34.0536909,-118.242766,California,Los Angeles County
2018,67,San Antonio,11.7,20.0,10.0,11.0,38.0,6.0,93.0,18.0,1.6,7.0,0.8,12.0,1.7,10.0,0.7,18.0,3.0,23.0,0.3,3.0,12.0,67.0,42.0,San Antonio,,29.4246002,-98.4951405,Texas,Bexar County
2018,68,Anaheim,8.3,16.0,8.0,8.0,62.0,19.0,73.0,13.0,1.4,4.0,0.6,7.0,1.4,7.0,0.2,5.0,5.0,40.0,0.3,3.0,11.0,67.0,41.9,Anaheim,,33.8347516,-117.911732,California,Orange County
2018,69,Durham,8.8,17.0,4.0,3.0,48.0,12.0,68.0,12.0,4.3,30.0,1.1,21.0,2.1,15.0,0.8,19.0,3.5,28.0,1.5,24.0,23.0,67.0,41.8,Durham,,35.996653,-78.9018053,North Carolina,Durham County
2018,70,Greensboro,5.0,10.0,9.0,9.0,59.0,18.0,66.0,12.0,1.6,6.0,1.0,19.0,3.7,30.0,0.8,21.0,2.9,23.0,0.0,0.0,17.0,66.0,40.9,Greensboro,,36.0726355,-79.7919754,North Carolina,Guilford County
2018,71,Glendale,4.8,9.0,6.0,5.0,72.0,25.0,31.0,2.0,4.6,32.0,1.2,24.0,3.9,32.0,0.6,16.0,1.7,12.0,1.6,26.0,24.0,65.0,40.4,Glendale,,34.1469416,-118.2478471,California,Glendale
2018,72,Garland,9.6,19.0,7.0,7.0,59.0,18.0,66.0,11.0,2.2,12.0,0.0,0.0,1.4,8.0,0.7,16.0,2.1,15.0,0.0,0.0,9.0,64.0,39.7,Garland,,32.912624,-96.6388833,Texas,Dallas County
2018,73,Newark,0.7,1.0,6.0,6.0,90.0,35.0,42.0,5.0,2.5,14.0,0.0,0.0,1.0,3.0,0.8,21.0,2.2,17.0,3.2,40.0,16.0,63.0,39.3,Newark,,40.735657,-74.1723667,New Jersey,Essex County
2018,74,Wichita,11.3,20.0,5.0,5.0,52.0,14.0,52.0,8.0,1.0,1.0,0.8,12.0,2.1,14.0,0.5,11.0,4.0,32.0,1.5,24.0,16.0,63.0,39.2,Wichita,,37.6922361,-97.3375448,Kansas,Sedgwick County
2018,75,Reno,5.0,10.0,5.0,5.0,74.0,26.0,50.0,7.0,3.8,25.0,0.8,13.0,2.9,22.0,0.3,7.0,2.5,19.0,0.0,0.0,14.0,62.0,39.0,Reno,,39.5261206,-119.8126581,Nevada,Washoe County
2018,76,Chula Vista,7.1,14.0,7.0,6.0,55.0,16.0,44.0,6.0,2.0,10.0,1.9,39.0,3.6,29.0,0.7,16.0,1.6,10.0,0.7,11.0,19.0,61.0,38.2,Chula Vista,,32.6400541,-117.084195,California,San Diego County
2018,77,Houston,4.7,9.0,18.0,19.0,49.0,12.0,38.0,4.0,2.2,12.0,0.7,11.0,1.7,11.0,0.7,16.0,2.8,22.0,1.5,24.0,16.0,60.0,37.5,Houston,,29.7589382,-95.3676974,Texas,Harris County
2018,78,El Paso,3.9,7.0,19.0,20.0,50.0,13.0,34.0,3.0,2.4,13.0,0.6,8.0,3.7,30.0,0.8,19.0,1.3,8.0,1.3,21.0,17.0,60.0,37.2,El Paso,,31.7550511,-106.488234,Texas,El Paso County
2018,79,Toledo,5.5,11.0,6.0,6.0,77.0,28.0,43.0,5.0,1.4,5.0,0.7,11.0,2.8,21.0,0.1,1.0,1.9,13.0,0.4,4.0,9.0,59.0,37.0,Toledo,,41.6529143,-83.5378173,Ohio,Lucas County
2018,80,Stockton,6.0,12.0,3.0,2.0,72.0,25.0,24.0,1.0,3.5,22.0,1.0,17.0,2.3,16.0,0.4,9.0,2.8,21.0,1.6,26.0,19.0,59.0,36.6,Stockton,,37.9577016,-121.290779,California,San Joaquin County
2018,81,Oklahoma City,7.2,14.0,7.0,7.0,42.0,8.0,66.0,12.0,1.9,9.0,0.5,5.0,1.7,11.0,0.8,19.0,2.3,17.0,2.6,40.0,17.0,58.0,36.1,Oklahoma City,,35.4729886,-97.5170536,Oklahoma,Oklahoma County
2018,82,Fort Worth,7.7,15.0,6.0,5.0,55.0,16.0,68.0,12.0,1.3,4.0,0.6,8.0,2.3,16.0,0.3,7.0,1.9,13.0,0.2,2.0,8.0,56.0,35.2,Fort Worth,,32.753177,-97.3327459,Texas,Tarrant County
2018,82,Irving,4.1,8.0,5.0,5.0,58.0,17.0,66.0,11.0,1.2,3.0,0.8,14.0,3.1,24.0,0.8,21.0,2.3,17.0,0.8,13.0,15.0,56.0,35.2,Irving,,32.8295183,-96.9442177,Texas,Dallas County
2018,84,Louisville,7.5,15.0,7.0,7.0,33.0,3.0,55.0,8.0,2.2,12.0,0.9,16.0,2.2,16.0,0.5,12.0,4.8,40.0,4.2,40.0,23.0,56.0,34.8,Louisville,,38.2542376,-85.759407,Kentucky,Jefferson County
2018,85,Jacksonville,5.8,11.0,14.0,15.0,33.0,3.0,41.0,5.0,1.8,8.0,0.6,8.0,3.7,30.0,1.4,35.0,7.0,40.0,0.5,6.0,21.0,55.0,34.5,Jacksonville,,30.3321838,-81.655651,Florida,Duval County
2018,86,Tucson,5.4,10.0,3.0,2.0,57.0,17.0,58.0,9.0,2.5,14.0,1.5,30.0,2.0,14.0,0.8,20.0,2.0,14.0,0.6,8.0,17.0,55.0,34.2,Tucson,,32.2228765,-110.974847,Arizona,Pima County
2018,87,Santa Ana,6.0,12.0,4.0,4.0,72.0,25.0,42.0,5.0,2.1,11.0,0.0,0.0,1.0,3.0,0.9,22.0,1.7,12.0,0.0,0.0,8.0,54.0,33.8,Santa Ana,,33.7494951,-117.873221,California,Orange County
2018,88,Detroit,2.4,4.0,6.0,6.0,77.0,28.0,40.0,5.0,2.4,13.0,0.8,12.0,2.7,21.0,0.4,9.0,0.5,1.0,0.6,9.0,11.0,54.0,33.6,Detroit,,42.3315509,-83.0466403,Michigan,Wayne County
2018,89,Lubbock,9.7,19.0,3.0,2.0,54.0,15.0,44.0,6.0,5.0,35.0,0.0,0.0,2.2,16.0,0.4,9.0,1.5,10.0,0.0,0.0,12.0,54.0,33.5,Lubbock,,33.5855677,-101.8470215,Texas,Lubbock County
2018,90,Baton Rouge,4.2,8.0,3.0,2.0,50.0,13.0,50.0,7.0,5.9,40.0,0.9,15.0,2.7,20.0,2.9,40.0,1.3,8.0,0.9,13.0,23.0,53.0,32.9,Baton Rouge,,30.4494155,-91.1869659,Louisiana,East Baton Rouge Parish
2018,91,Memphis,10.0,20.0,5.0,4.0,43.0,9.0,58.0,9.0,2.8,17.0,0.4,5.0,1.8,11.0,0.9,23.0,0.9,4.0,0.3,3.0,11.0,53.0,32.8,Memphis,,35.1460249,-90.0517638,Tennessee,West Tennessee
2018,92,Winston-Salem,9.2,18.0,5.0,4.0,35.0,4.0,48.0,7.0,1.2,3.0,0.4,4.0,1.8,12.0,1.4,36.0,2.5,19.0,2.0,34.0,18.0,51.0,31.9,Winston-Salem,,36.0998131,-80.2440518,North Carolina,Forsyth County
2018,93,Laredo,4.1,8.0,2.0,1.0,49.0,12.0,67.0,12.0,9.7,40.0,0.4,3.0,2.2,16.0,1.7,40.0,1.0,5.0,0.0,0.0,17.0,50.0,31.5,Laredo,,27.5056251,-99.5074517,Texas,Webb County
2018,94,Fresno,2.2,4.0,4.0,3.0,62.0,19.0,42.0,5.0,4.6,32.0,1.3,26.0,2.6,19.0,0.6,14.0,0.9,5.0,1.0,15.0,19.0,50.0,30.9,Fresno,,36.7295295,-119.70886126075588,California,Fresno County
2018,95,Hialeah,4.1,8.0,2.0,1.0,62.0,20.0,35.0,3.0,3.0,19.0,0.0,0.0,0.7,1.0,1.5,40.0,1.0,5.0,1.7,28.0,16.0,48.0,29.7,Hialeah,,25.8575963,-80.2781057,Florida,Miami-Dade County
2018,96,Mesa,2.8,5.0,3.0,2.0,64.0,20.0,69.0,12.0,2.8,17.0,0.4,4.0,1.4,7.0,0.2,4.0,0.6,2.0,0.4,5.0,7.0,46.0,28.4,Mesa,,33.4151005,-111.831455,Arizona,Maricopa County
2018,97,Charlotte,18.0,20.0,4.0,4.0,28.0,1.0,47.0,7.0,1.1,2.0,0.6,8.0,1.9,12.0,0.5,11.0,0.6,2.0,0.8,13.0,8.0,40.0,25.0,Charlotte,,35.2272086,-80.8430827,North Carolina,Mecklenburg County
2017,1,Minneapolis,6.6,13.0,15.0,15.0,97.0,39.0,233.0,20.0,5.0,18.0,1.7,17.0,3.9,15.0,2.5,20.0,,,,,18.0,87.5,,Minneapolis,5.0,44.9772995,-93.2654692,Minnesota,Hennepin County
2017,2,St. Paul,3.7,7.0,15.0,16.0,96.0,39.0,202.0,20.0,9.6,20.0,1.3,13.0,3.8,15.0,1.8,20.0,,,,,17.0,82.5,,St. Paul,5.0,37.517132000000004,-95.17604240058537,Kansas,Neosho County
2017,3,San Francisco,1.6,3.0,20.0,20.0,100.0,40.0,235.0,20.0,3.8,13.0,3.8,20.0,2.4,8.0,0.8,10.0,,,,,13.0,80.0,,San Francisco,5.0,37.7792588,-122.4193286,California,San Francisco
2017,4,"Washington, D.C.",1.5,2.0,22.0,20.0,97.0,39.0,270.0,20.0,4.0,14.0,1.7,17.0,1.8,5.0,2.3,20.0,,,,,14.0,79.0,,"Washington, D.C.",4.5,38.8950368,-77.0365427,Washington,District of Columbia
2017,5,Portland,4.6,9.0,18.0,19.0,86.0,33.0,165.0,20.0,3.8,14.0,5.3,20.0,2.1,7.0,0.6,7.0,,,,,12.0,77.5,,Portland,4.5,45.5202471,-122.674194,Oregon,Multnomah County
2017,6,"Arlington, Virginia",2.5,4.0,11.0,11.0,98.0,39.0,230.0,20.0,4.1,15.0,3.5,20.0,4.7,19.0,1.5,18.0,,,,,18.0,76.5,,"Arlington, Virginia",4.5,38.8769326,-77.0893094,Virginia,Arlington County
2017,7,Irvine,6.4,12.0,22.0,20.0,76.0,27.0,252.0,20.0,2.6,9.0,0.4,3.0,2.8,10.0,1.5,19.0,,,,,10.0,74.0,,Irvine,4.5,33.6856969,-117.825981,California,Orange County
2017,7,New York,1.0,1.0,21.0,20.0,97.0,39.0,179.0,20.0,3.6,13.0,1.6,15.0,2.0,6.0,0.1,1.0,,,,,9.0,74.0,,New York,4.5,40.7127281,-74.0060152,New York,City of New York
2017,9,Madison,4.7,9.0,13.0,14.0,90.0,35.0,126.0,15.0,10.2,20.0,4.3,20.0,7.4,20.0,0.1,1.0,,,,,15.0,73.5,,Madison,4.5,43.074761,-89.3837613,Wisconsin,Dane County
2017,10,Cincinnati,4.9,9.0,14.0,14.0,71.0,25.0,191.0,20.0,5.0,19.0,1.3,13.0,5.0,20.0,2.2,20.0,,,,,18.0,71.5,,Cincinnati,4.0,39.1014537,-84.5124602,Ohio,Hamilton County
2017,11,Chicago,1.4,2.0,10.0,10.0,97.0,39.0,173.0,20.0,4.5,16.0,0.9,8.0,3.5,13.0,1.8,20.0,,,,,14.0,71.0,,Chicago,4.0,41.8755616,-87.6244212,Illinois,Cook County
2017,11,Seattle,2.4,4.0,12.0,13.0,94.0,37.0,279.0,20.0,1.9,5.0,2.1,20.0,2.2,8.0,0.8,9.0,,,,,11.0,71.0,,Seattle,4.0,47.6038321,-122.330062,Washington,King County
2017,13,Boston,1.5,2.0,17.0,18.0,98.0,39.0,112.0,13.0,3.4,12.0,1.1,10.0,4.1,16.0,1.0,11.0,,,,,12.0,70.0,,Boston,4.0,42.3554334,-71.060511,Massachusetts,Suffolk County
2017,14,San Diego,5.7,11.0,23.0,20.0,77.0,28.0,120.0,14.0,2.8,9.0,1.2,11.0,1.9,6.0,1.0,12.0,,,,,10.0,69.0,,San Diego,4.0,32.7174202,-117.162772,California,San Diego County
2017,15,Aurora,7.9,15.0,11.0,11.0,86.0,33.0,139.0,17.0,1.7,5.0,0.8,7.0,2.3,8.0,0.2,2.0,,,,,6.0,68.5,,Aurora,4.0,41.7571701,-88.3147539,Illinois,Kane County
2017,16,St. Petersburg,3.5,6.0,16.0,16.0,73.0,25.0,133.0,16.0,4.2,15.0,2.4,20.0,3.4,13.0,1.3,15.0,,,,,16.0,66.0,,St. Petersburg,4.0,27.7700475,-82.6359078,Florida,Pinellas County
2017,17,Albuquerque,4.3,8.0,24.0,20.0,82.0,31.0,58.0,6.0,2.3,7.0,2.4,20.0,3.0,11.0,1.1,13.0,,,,,13.0,65.0,,Albuquerque,3.5,35.0841034,-106.650985,New Mexico,Bernalillo County
